dimension_id,dimension_name,category,status
503,dimension_503,category_3,active
504,dimension_504,category_4,inactive
505,dimension_505,category_5,active
506,dimension_506,category_6,active
507,dimension_507,category_7,inactive
508,dimension_508,category_8,active
509,dimension_509,category_9,active
510,dimension_510,category_0,inactive
511,dimension_511,category_1,inactive
512,dimension_512,category_2,active
513,dimension_513,category_3,inactive
514,dimension_514,category_4,active
515,dimension_515,category_5,active
516,dimension_516,category_6,inactive
517,dimension_517,category_7,inactive
518,dimension_518,category_8,active
519,dimension_519,category_9,active
520,dimension_520,category_0,active
521,dimension_521,category_1,inactive
522,dimension_522,category_2,inactive
523,dimension_523,category_3,inactive
524,dimension_524,category_4,active
525,dimension_525,category_5,active
526,dimension_526,category_6,inactive
527,dimension_527,category_7,active
528,dimension_528,category_8,active
529,dimension_529,category_9,active
530,dimension_530,category_0,inactive
531,dimension_531,category_1,inactive
532,dimension_532,category_2,active
533,dimension_533,category_3,inactive
534,dimension_534,category_4,active
535,dimension_535,category_5,active
536,dimension_536,category_6,inactive
537,dimension_537,category_7,active
538,dimension_538,category_8,inactive
539,dimension_539,category_9,inactive
540,dimension_540,category_0,active
541,dimension_541,category_1,active
542,dimension_542,category_2,active
543,dimension_543,category_3,active
544,dimension_544,category_4,active
545,dimension_545,category_5,active
546,dimension_546,category_6,active
547,dimension_547,category_7,active
548,dimension_548,category_8,inactive
549,dimension_549,category_9,inactive
550,dimension_550,category_0,active
551,dimension_551,category_1,inactive
552,dimension_552,category_2,active
553,dimension_553,category_3,inactive
554,dimension_554,category_4,active
555,dimension_555,category_5,active
556,dimension_556,category_6,active
557,dimension_557,category_7,active
558,dimension_558,category_8,inactive
559,dimension_559,category_9,inactive
560,dimension_560,category_0,active
561,dimension_561,category_1,active
562,dimension_562,category_2,active
563,dimension_563,category_3,inactive
564,dimension_564,category_4,inactive
565,dimension_565,category_5,inactive
566,dimension_566,category_6,inactive
567,dimension_567,category_7,active
568,dimension_568,category_8,active
569,dimension_569,category_9,active
570,dimension_570,category_0,active
571,dimension_571,category_1,active
572,dimension_572,category_2,inactive
573,dimension_573,category_3,active
574,dimension_574,category_4,inactive
575,dimension_575,category_5,active
576,dimension_576,category_6,inactive
577,dimension_577,category_7,inactive
578,dimension_578,category_8,inactive
579,dimension_579,category_9,inactive
580,dimension_580,category_0,active
581,dimension_581,category_1,inactive
582,dimension_582,category_2,inactive
583,dimension_583,category_3,inactive
584,dimension_584,category_4,active
585,dimension_585,category_5,inactive
586,dimension_586,category_6,active
587,dimension_587,category_7,active
588,dimension_588,category_8,inactive
589,dimension_589,category_9,active
590,dimension_590,category_0,active
591,dimension_591,category_1,inactive
592,dimension_592,category_2,active
593,dimension_593,category_3,inactive
594,dimension_594,category_4,inactive
595,dimension_595,category_5,inactive
596,dimension_596,category_6,inactive
597,dimension_597,category_7,active
598,dimension_598,category_8,active
599,dimension_599,category_9,inactive
600,dimension_600,category_0,inactive
601,dimension_601,category_1,inactive
602,dimension_602,category_2,active
603,dimension_603,category_3,inactive
604,dimension_604,category_4,inactive
605,dimension_605,category_5,inactive
606,dimension_606,category_6,inactive
607,dimension_607,category_7,inactive
608,dimension_608,category_8,inactive
609,dimension_609,category_9,active
610,dimension_610,category_0,active
611,dimension_611,category_1,inactive
612,dimension_612,category_2,inactive
613,dimension_613,category_3,inactive
614,dimension_614,category_4,inactive
615,dimension_615,category_5,inactive
616,dimension_616,category_6,active
617,dimension_617,category_7,active
618,dimension_618,category_8,inactive
619,dimension_619,category_9,active
620,dimension_620,category_0,active
621,dimension_621,category_1,inactive
622,dimension_622,category_2,active
623,dimension_623,category_3,active
624,dimension_624,category_4,inactive
625,dimension_625,category_5,inactive
626,dimension_626,category_6,inactive
627,dimension_627,category_7,inactive
628,dimension_628,category_8,inactive
629,dimension_629,category_9,inactive
630,dimension_630,category_0,active
631,dimension_631,category_1,inactive
632,dimension_632,category_2,inactive
633,dimension_633,category_3,inactive
634,dimension_634,category_4,active
635,dimension_635,category_5,active
636,dimension_636,category_6,active
637,dimension_637,category_7,inactive
638,dimension_638,category_8,active
639,dimension_639,category_9,active
640,dimension_640,category_0,active
641,dimension_641,category_1,inactive
642,dimension_642,category_2,active
643,dimension_643,category_3,active
644,dimension_644,category_4,active
645,dimension_645,category_5,active
646,dimension_646,category_6,inactive
647,dimension_647,category_7,active
648,dimension_648,category_8,active
649,dimension_649,category_9,active
650,dimension_650,category_0,active
651,dimension_651,category_1,active
652,dimension_652,category_2,active
653,dimension_653,category_3,inactive
654,dimension_654,category_4,active
655,dimension_655,category_5,inactive
656,dimension_656,category_6,active
657,dimension_657,category_7,active
658,dimension_658,category_8,active
659,dimension_659,category_9,active
660,dimension_660,category_0,active
661,dimension_661,category_1,inactive
662,dimension_662,category_2,inactive
663,dimension_663,category_3,active
664,dimension_664,category_4,active
665,dimension_665,category_5,active
666,dimension_666,category_6,inactive
667,dimension_667,category_7,inactive
668,dimension_668,category_8,active
669,dimension_669,category_9,inactive
670,dimension_670,category_0,inactive
671,dimension_671,category_1,active
672,dimension_672,category_2,inactive
673,dimension_673,category_3,active
674,dimension_674,category_4,inactive
675,dimension_675,category_5,inactive
676,dimension_676,category_6,inactive
677,dimension_677,category_7,inactive
678,dimension_678,category_8,inactive
679,dimension_679,category_9,inactive
680,dimension_680,category_0,active
681,dimension_681,category_1,inactive
682,dimension_682,category_2,inactive
683,dimension_683,category_3,active
684,dimension_684,category_4,active
685,dimension_685,category_5,active
686,dimension_686,category_6,active
687,dimension_687,category_7,active
688,dimension_688,category_8,active
689,dimension_689,category_9,inactive
690,dimension_690,category_0,inactive
691,dimension_691,category_1,active
692,dimension_692,category_2,active
693,dimension_693,category_3,inactive
694,dimension_694,category_4,active
695,dimension_695,category_5,inactive
696,dimension_696,category_6,inactive
697,dimension_697,category_7,active
698,dimension_698,category_8,active
699,dimension_699,category_9,inactive
700,dimension_700,category_0,inactive
701,dimension_701,category_1,inactive
702,dimension_702,category_2,inactive
703,dimension_703,category_3,inactive
704,dimension_704,category_4,inactive
705,dimension_705,category_5,inactive
706,dimension_706,category_6,inactive
707,dimension_707,category_7,active
708,dimension_708,category_8,active
709,dimension_709,category_9,active
710,dimension_710,category_0,inactive
711,dimension_711,category_1,active
712,dimension_712,category_2,active
713,dimension_713,category_3,active
714,dimension_714,category_4,inactive
715,dimension_715,category_5,inactive
716,dimension_716,category_6,inactive
717,dimension_717,category_7,inactive
718,dimension_718,category_8,inactive
719,dimension_719,category_9,inactive
720,dimension_720,category_0,active
721,dimension_721,category_1,active
722,dimension_722,category_2,active
723,dimension_723,category_3,inactive
724,dimension_724,category_4,active
725,dimension_725,category_5,active
726,dimension_726,category_6,active
727,dimension_727,category_7,inactive
728,dimension_728,category_8,active
729,dimension_729,category_9,active
730,dimension_730,category_0,active
731,dimension_731,category_1,inactive
732,dimension_732,category_2,inactive
733,dimension_733,category_3,inactive
734,dimension_734,category_4,active
735,dimension_735,category_5,active
736,dimension_736,category_6,inactive
737,dimension_737,category_7,active
738,dimension_738,category_8,active
739,dimension_739,category_9,active
740,dimension_740,category_0,inactive
741,dimension_741,category_1,active
742,dimension_742,category_2,active
743,dimension_743,category_3,active
744,dimension_744,category_4,active
745,dimension_745,category_5,active
746,dimension_746,category_6,inactive
747,dimension_747,category_7,active
748,dimension_748,category_8,active
749,dimension_749,category_9,active
750,dimension_750,category_0,active
751,dimension_751,category_1,inactive
752,dimension_752,category_2,inactive
753,dimension_753,category_3,inactive
754,dimension_754,category_4,inactive
755,dimension_755,category_5,active
756,dimension_756,category_6,active
757,dimension_757,category_7,active
758,dimension_758,category_8,inactive
759,dimension_759,category_9,inactive
760,dimension_760,category_0,active
761,dimension_761,category_1,inactive
762,dimension_762,category_2,active
763,dimension_763,category_3,active
764,dimension_764,category_4,inactive
765,dimension_765,category_5,active
766,dimension_766,category_6,inactive
767,dimension_767,category_7,active
768,dimension_768,category_8,active
769,dimension_769,category_9,inactive
770,dimension_770,category_0,active
771,dimension_771,category_1,inactive
772,dimension_772,category_2,inactive
773,dimension_773,category_3,inactive
774,dimension_774,category_4,active
775,dimension_775,category_5,inactive
776,dimension_776,category_6,inactive
777,dimension_777,category_7,inactive
778,dimension_778,category_8,active
779,dimension_779,category_9,inactive
780,dimension_780,category_0,active
781,dimension_781,category_1,active
782,dimension_782,category_2,inactive
783,dimension_783,category_3,inactive
784,dimension_784,category_4,inactive
785,dimension_785,category_5,inactive
786,dimension_786,category_6,active
787,dimension_787,category_7,active
788,dimension_788,category_8,inactive
789,dimension_789,category_9,inactive
790,dimension_790,category_0,active
791,dimension_791,category_1,inactive
792,dimension_792,category_2,active
793,dimension_793,category_3,inactive
794,dimension_794,category_4,inactive
795,dimension_795,category_5,inactive
796,dimension_796,category_6,inactive
797,dimension_797,category_7,inactive
798,dimension_798,category_8,active
799,dimension_799,category_9,active
800,dimension_800,category_0,inactive
801,dimension_801,category_1,inactive
802,dimension_802,category_2,active
803,dimension_803,category_3,active
804,dimension_804,category_4,inactive
805,dimension_805,category_5,active
806,dimension_806,category_6,inactive
807,dimension_807,category_7,active
808,dimension_808,category_8,inactive
809,dimension_809,category_9,inactive
810,dimension_810,category_0,active
811,dimension_811,category_1,inactive
812,dimension_812,category_2,inactive
813,dimension_813,category_3,active
814,dimension_814,category_4,active
815,dimension_815,category_5,inactive
816,dimension_816,category_6,active
817,dimension_817,category_7,inactive
818,dimension_818,category_8,active
819,dimension_819,category_9,active
820,dimension_820,category_0,active
821,dimension_821,category_1,inactive
822,dimension_822,category_2,inactive
823,dimension_823,category_3,active
824,dimension_824,category_4,active
825,dimension_825,category_5,inactive
826,dimension_826,category_6,active
827,dimension_827,category_7,inactive
828,dimension_828,category_8,inactive
829,dimension_829,category_9,inactive
830,dimension_830,category_0,active
831,dimension_831,category_1,active
832,dimension_832,category_2,inactive
833,dimension_833,category_3,inactive
834,dimension_834,category_4,active
835,dimension_835,category_5,active
836,dimension_836,category_6,active
837,dimension_837,category_7,active
838,dimension_838,category_8,inactive
839,dimension_839,category_9,active
840,dimension_840,category_0,inactive
841,dimension_841,category_1,active
842,dimension_842,category_2,active
843,dimension_843,category_3,active
844,dimension_844,category_4,active
845,dimension_845,category_5,active
846,dimension_846,category_6,active
847,dimension_847,category_7,active
848,dimension_848,category_8,active
849,dimension_849,category_9,active
850,dimension_850,category_0,inactive
851,dimension_851,category_1,inactive
852,dimension_852,category_2,active
853,dimension_853,category_3,active
854,dimension_854,category_4,active
855,dimension_855,category_5,active
856,dimension_856,category_6,inactive
857,dimension_857,category_7,active
858,dimension_858,category_8,active
859,dimension_859,category_9,active
860,dimension_860,category_0,active
861,dimension_861,category_1,inactive
862,dimension_862,category_2,inactive
863,dimension_863,category_3,active
864,dimension_864,category_4,active
865,dimension_865,category_5,active
866,dimension_866,category_6,inactive
867,dimension_867,category_7,inactive
868,dimension_868,category_8,inactive
869,dimension_869,category_9,inactive
870,dimension_870,category_0,inactive
871,dimension_871,category_1,inactive
872,dimension_872,category_2,inactive
873,dimension_873,category_3,inactive
874,dimension_874,category_4,inactive
875,dimension_875,category_5,active
876,dimension_876,category_6,active
877,dimension_877,category_7,active
878,dimension_878,category_8,inactive
879,dimension_879,category_9,inactive
880,dimension_880,category_0,active
881,dimension_881,category_1,inactive
882,dimension_882,category_2,inactive
883,dimension_883,category_3,active
884,dimension_884,category_4,inactive
885,dimension_885,category_5,inactive
886,dimension_886,category_6,inactive
887,dimension_887,category_7,active
888,dimension_888,category_8,active
889,dimension_889,category_9,active
890,dimension_890,category_0,inactive
891,dimension_891,category_1,active
892,dimension_892,category_2,active
893,dimension_893,category_3,active
894,dimension_894,category_4,active
895,dimension_895,category_5,inactive
896,dimension_896,category_6,inactive
897,dimension_897,category_7,active
898,dimension_898,category_8,inactive
899,dimension_899,category_9,inactive
900,dimension_900,category_0,inactive
901,dimension_901,category_1,inactive
902,dimension_902,category_2,active
903,dimension_903,category_3,active
904,dimension_904,category_4,inactive
905,dimension_905,category_5,active
906,dimension_906,category_6,active
907,dimension_907,category_7,inactive
908,dimension_908,category_8,inactive
909,dimension_909,category_9,active
910,dimension_910,category_0,inactive
911,dimension_911,category_1,active
912,dimension_912,category_2,inactive
913,dimension_913,category_3,inactive
914,dimension_914,category_4,active
915,dimension_915,category_5,active
916,dimension_916,category_6,active
917,dimension_917,category_7,active
918,dimension_918,category_8,inactive
919,dimension_919,category_9,inactive
920,dimension_920,category_0,active
921,dimension_921,category_1,inactive
922,dimension_922,category_2,active
923,dimension_923,category_3,active
924,dimension_924,category_4,active
925,dimension_925,category_5,inactive
926,dimension_926,category_6,inactive
927,dimension_927,category_7,inactive
928,dimension_928,category_8,active
929,dimension_929,category_9,active
930,dimension_930,category_0,active
931,dimension_931,category_1,inactive
932,dimension_932,category_2,inactive
933,dimension_933,category_3,inactive
934,dimension_934,category_4,active
935,dimension_935,category_5,active
936,dimension_936,category_6,inactive
937,dimension_937,category_7,inactive
938,dimension_938,category_8,active
939,dimension_939,category_9,active
940,dimension_940,category_0,active
941,dimension_941,category_1,inactive
942,dimension_942,category_2,inactive
943,dimension_943,category_3,inactive
944,dimension_944,category_4,active
945,dimension_945,category_5,inactive
946,dimension_946,category_6,inactive
947,dimension_947,category_7,inactive
948,dimension_948,category_8,active
949,dimension_949,category_9,active
950,dimension_950,category_0,active
951,dimension_951,category_1,inactive
952,dimension_952,category_2,inactive
953,dimension_953,category_3,inactive
954,dimension_954,category_4,inactive
955,dimension_955,category_5,inactive
956,dimension_956,category_6,active
957,dimension_957,category_7,active
958,dimension_958,category_8,active
959,dimension_959,category_9,active
960,dimension_960,category_0,active
961,dimension_961,category_1,inactive
962,dimension_962,category_2,inactive
963,dimension_963,category_3,active
964,dimension_964,category_4,inactive
965,dimension_965,category_5,active
966,dimension_966,category_6,inactive
967,dimension_967,category_7,active
968,dimension_968,category_8,inactive
969,dimension_969,category_9,inactive
970,dimension_970,category_0,active
971,dimension_971,category_1,inactive
972,dimension_972,category_2,inactive
973,dimension_973,category_3,inactive
974,dimension_974,category_4,inactive
975,dimension_975,category_5,inactive
976,dimension_976,category_6,inactive
977,dimension_977,category_7,active
978,dimension_978,category_8,inactive
979,dimension_979,category_9,inactive
980,dimension_980,category_0,inactive
981,dimension_981,category_1,active
982,dimension_982,category_2,active
983,dimension_983,category_3,inactive
984,dimension_984,category_4,active
985,dimension_985,category_5,inactive
986,dimension_986,category_6,active
987,dimension_987,category_7,active
988,dimension_988,category_8,active
989,dimension_989,category_9,active
990,dimension_990,category_0,active
991,dimension_991,category_1,active
992,dimension_992,category_2,inactive
993,dimension_993,category_3,active
994,dimension_994,category_4,active
995,dimension_995,category_5,active
996,dimension_996,category_6,active
997,dimension_997,category_7,inactive
998,dimension_998,category_8,inactive
999,dimension_999,category_9,inactive
1000,dimension_1000,category_0,inactive
